oid,x,y,AREA,PERIMETER,ESRI_NUM,ESRI_ID,AREA1,PERIMETER1,CNTYPT_,CNTYPT_ID,GEOGLOBE_P,PINYIN,CLASS,ID,PN,ADCODE93
804,109.93905,34.797245,0,0,0,0,0,0,0,0,大荔县,Dali Xian,AI,0,0,0
805,113.3474,34.783108,0,0,0,0,0,0,0,0,荥阳县,Xingyang Xian,AI,0,0,0
806,111.19497,34.7817,0,0,0,0,0,0,0,0,陕县,Shan Xian,AI,0,0,0
807,112.96642,34.768822,0,0,0,0,0,0,0,0,巩县,Gong Xian,AI,0,0,0
808,111.76631,34.765198,0,0,0,0,0,0,0,0,渑池县,Mianchi Xian,AI,0,0,0
809,114.42587,34.759876,0,0,0,0,0,0,0,0,开封县,Kaifeng Xian,AI,0,0,0
810,109.16157,34.754429,0,0,0,0,0,0,0,0,富平县,Fuping Xian,AI,0,0,0
811,106.13658,34.746304,0,0,0,0,0,0,0,0,清水县,Qingshui Xian,AI,0,0,0
812,105.32908,34.739437,0,0,0,0,0,0,0,0,甘谷县,Gangu Xian,AI,0,0,0
813,116.92695,34.737995,0,0,0,0,0,0,0,0,沛县,Pei Xian,AI,0,0,0
814,101.61309,34.737598,0,0,0,0,0,0,0,0,河南蒙古族自治县,Henan Mongolzu Zizhixian,AI,0,0,0
815,112.1443,34.733059,0,0,0,0,0,0,0,0,新安县,Xin'an Xian,AI,0,0,0
816,114.02625,34.732094,0,0,0,0,0,0,0,0,中牟县,Zhongmou Xian,AI,0,0,0
817,112.77994,34.731133,0,0,1,1,0,0,0,0,偃师县,Yanshi Xian,AI,0,0,0
818,111.91818,34.726078,0,0,2,2,0,0,0,0,义马市,Yima Shi,AH,0,0,0
819,104.88529,34.720016,0,0,3,3,0,0,0,0,武山县,Wushan Xian,AI,0,0,0
820,116.58418,34.703617,0,0,4,4,0,0,0,0,丰县,Feng Xian,AI,0,0,0
821,110.68829,34.697308,0,0,5,5,0,0,0,0,芮城县,Ruicheng Xian,AI,0,0,0
822,108.1384,34.695213,0,0,6,6,0,0,0,0,永寿县,Yongshou Xian,AI,0,0,0
823,103.35958,34.688717,0,0,7,7,0,0,0,0,临潭县,Lintan Xian,AI,0,0,0
824,107.81314,34.683945,0,0,8,8,0,0,0,0,麟游县,Linyou Xian,AI,0,0,0
825,115.13981,34.654659,0,0,9,9,0,0,0,0,民权县,Minquan Xian,AI,0,0,0
826,107.13386,34.644875,0,0,0,0,0,0,0,0,千阳县,Qianyang Xian,AI,0,0,0
827,108.92629,34.619747,0,0,0,0,0,0,0,0,三原县,Sanyuan Xian,AI,0,0,0
828,118.33446,34.618134,0,0,0,0,0,0,0,0,郯城县,Tancheng Xian,AI,0,0,0
829,103.50758,34.598072,0,0,0,0,0,0,0,0,卓尼县,Zhuoni Xian,AI,0,0,0
830,102.48956,34.596649,0,0,0,0,0,0,0,0,碌曲县,Luqu Xian,AI,0,0,0
831,110.08936,34.56831,0,0,0,0,0,0,0,0,华阴县,Huayin Xian,AI,0,0,0
832,114.77448,34.553513,0,0,0,0,0,0,0,0,杞县,Qi Xian,AI,0,0,0
833,110.24547,34.545723,0,0,0,0,0,0,0,0,潼关县,Tongguan Xian,AI,0,0,0
834,108.83756,34.533337,0,0,0,0,0,0,0,0,泾阳县,Jingyang Xian,AI,0,0,0
835,109.08047,34.533325,0,0,0,0,0,0,0,0,高陵县,Gaoling Xian,AI,0,0,0
836,108.2356,34.5303,0,0,0,0,0,0,0,0,乾县,Qian Xian,AI,0,0,0
837,110.86538,34.527512,0,0,0,0,0,0,0,0,灵宝县,Lingbao Xian,AI,0,0,0
838,118.75987,34.527508,0,0,0,0,0,0,0,0,东海县,Donghai Xian,AI,0,0,0
839,107.38592,34.522518,0,0,0,0,0,0,0,0,凤翔县,Fengxiang Xian,AI,0,0,0
840,109.75989,34.519627,0,0,0,0,0,0,0,0,华县,Hua Xian,AI,0,0,0
841,113.35456,34.514629,0,0,0,0,0,0,0,0,密县,Mi Xian,AI,0,0,0
842,112.16522,34.512718,0,0,0,0,0,0,0,0,宜阳县,Yiyang Xian,AI,0,0,0
843,108.41656,34.489967,0,0,0,0,0,0,0,1,礼泉县,Liquan Xian,AI,0,0,0
844,114.45908,34.475006,0,0,0,0,0,0,0,0,通许县,Tongxu Xian,AI,0,0,0
845,100.24619,34.474026,0,0,0,0,0,0,0,0,玛沁县,Maqeen Xian,AI,0,0,0
846,113.02462,34.455818,0,0,0,0,0,0,0,0,登封县,Dengfeng Xian,AI,0,0,0
847,115.31537,34.445976,0,0,0,0,0,0,0,0,宁陵县,Ningling Xian,AI,0,0,0
848,107.62709,34.439636,0,0,0,0,0,0,0,0,岐山县,Qishan Xian,AI,0,0,0
849,104.03025,34.436455,0,0,0,0,0,0,0,0,岷县,Min Xian,AI,0,0,0
850,115.06597,34.430504,0,0,0,0,0,0,0,0,睢县,Sui Xian,AI,0,0,0
851,116.34025,34.427879,0,0,0,0,0,0,0,0,砀山县,Dangshan Xian,AI,0,0,0
852,112.42628,34.421947,0,0,0,0,0,0,0,0,伊川县,Yichuan Xian,AI,0,0,0
853,114.18077,34.413452,0,0,0,0,0,0,0,0,尉氏县,Weishi Xian,AI,0,0,0
854,115.85235,34.401199,0,0,0,0,0,0,0,0,虞城县,Yucheng Xian,AI,0,0,0
855,113.71909,34.397324,0,0,0,0,0,0,1,0,新郑县,Xinzheng Xian,AI,0,0,0
856,111.6534,34.385807,0,0,0,0,0,0,2,0,洛宁县,Luoning Xian,AI,0,0,0
857,115.60745,34.385052,0,0,0,0,0,0,3,0,商丘县,Shangqiu Xian,AI,0,0,0
858,118.34036,34.373093,0,0,0,0,0,0,5,0,新沂市,Xinyi Shi,AH,0,0,0
859,109.21272,34.368351,0,0,0,0,0,0,6,0,临潼县,Lintong Xian,AI,0,0,0
860,107.86849,34.361824,0,0,0,0,0,0,7,0,扶风县,Fufeng Xian,AI,9,0,0
861,107.38158,34.349838,0,0,0,0,0,0,8,0,宝鸡县,Baoji Xian,AI,0,0,0
862,117.95779,34.314041,0,0,0,0,0,0,0,0,邳县,Pi Xian,AI,0,0,0
863,108.4826,34.298721,0,0,0,0,0,0,0,0,兴平县,Xingping Xian,AI,0,0,0
864,119.25579,34.298286,0,0,0,0,0,0,0,0,灌云县,Guanyun Xian,AI,0,0,0
865,107.75479,34.273563,0,0,0,0,0,0,0,0,眉县,Mei Xian,AI,0,0,0
866,117.18768,34.269634,0,0,0,0,0,0,0,0,铜山县,Tongshan Xian,AI,0,0,0
867,108.19746,34.268913,0,0,0,0,0,0,0,0,武功县,Wugong Xian,AI,0,0,0
868,116.12141,34.237991,0,0,0,0,0,0,0,0,夏邑县,Xiayi Xian,AI,0,0,0
869,113.76073,34.223938,0,0,0,0,0,0,0,8,长葛县,Changge Xian,AI,0,0,0
870,119.56526,34.20026,0,0,0,0,0,0,0,0,响水县,Xiangshui Xian,AI,0,0,0
871,116.93383,34.192528,0,0,0,0,0,0,0,0,萧县,Xiao Xian,AI,0,0,0
872,105.17829,34.191364,0,0,0,0,0,0,0,0,礼县,Li Xian,AI,0,0,0
873,108.21199,34.171139,0,0,0,0,0,0,0,0,周至县,Zhouzhi Xian,AI,7,0,0
874,113.46706,34.162491,0,0,0,0,0,0,0,0,禹州市,Yuzhou Shi,AH,0,0,0
875,112.83702,34.161762,0,0,0,0,0,0,0,0,汝州市,Ruzhou Shi,AH,0,0,0
876,108.945,34.161434,0,0,0,0,0,0,0,0,长安县,Chang'an Xian,AI,9,0,0
877,112.45784,34.15575,0,0,0,0,0,0,0,0,汝阳县,Ruyang Xian,AI,0,0,0
878,109.32156,34.153698,0,0,0,0,0,0,0,0,蓝田县,Lantian Xian,AI,0,0,0
879,112.08755,34.147213,0,0,0,0,0,0,0,0,嵩县,Song Xian,AI,0,0,0
880,118.77732,34.134148,0,0,0,0,0,0,0,8,沭阳县,Shuyang Xian,AI,0,0,7
881,95.773033,34.12722,0,0,0,0,0,0,0,0,曲麻莱县,Qumarleeb Xian,AI,0,0,0
882,108.6039,34.11182,0,0,0,0,0,0,0,0,户县,Hu Xian,AI,0,0,0
883,114.19534,34.107433,0,0,0,0,0,0,0,0,鄢陵县,Yanling Xian,AI,0,0,0
884,110.13496,34.095757,0,0,0,0,0,0,0,0,洛南县,Luonan Xian,AI,0,0,0
885,119.34633,34.090416,0,0,0,0,0,0,0,0,灌南县,Guannan Xian,AI,0,0,6
886,115.29646,34.076611,0,0,0,0,0,0,0,0,柘城县,Zhecheng Xian,AI,0,0,0
887,107.30506,34.066788,0,0,0,0,0,0,0,0,太白县,Taibai Xian,AI,0,0,0
888,114.85638,34.063873,0,0,0,0,0,0,0,0,太康县,Taikang Xian,AI,0,0,4
889,103.21825,34.062107,0,0,0,0,0,0,0,0,迭部县,Diebu Xian,AI,0,0,0
890,114.38127,34.060081,0,0,0,0,0,0,0,0,扶沟县,Fugou Xian,AI,0,0,1
891,111.04092,34.052612,0,0,0,0,0,0,0,0,卢氏县,Lushi Xian,AI,0,0,0
892,104.39568,34.050892,0,0,0,0,0,0,0,0,宕昌县,Dangchang Xian,AI,0,0,0
893,113.81975,34.031391,0,0,0,0,0,0,0,0,许昌县,Xuchang Xian,AI,0,0,0
894,105.29073,34.011929,0,0,0,0,0,0,0,0,西和县,Xihe Xian,AI,0,0,0
895,119.83395,34.011044,0,0,0,0,0,0,0,0,滨海县,Binhai Xian,AI,0,0,0
896,102.07683,33.995193,0,0,0,0,0,0,0,0,玛曲县,Maqu Xian,AI,0,0,0
897,113.20341,33.972054,0,0,0,0,0,0,0,0,郏县,Jia Xian,AI,0,0,9
898,99.89917,33.95948,0,0,0,0,0,0,0,0,甘德县,Gadee Xian,AI,0,0,0
899,118.29706,33.958302,0,0,0,0,0,0,0,0,宿迁市,Suqian Shi,AH,0,0,0
900,116.364,33.939457,0,0,0,0,0,0,0,0,永城县,Yongcheng Xian,AI,0,0,0
901,106.51279,33.918312,0,0,0,0,0,0,0,0,凤县,Feng Xian,AI,0,0,0
902,116.77503,33.915382,0,0,0,0,0,0,0,0,濉溪县,Suixi Xian,AI,0,0,0
903,106.29855,33.90963,0,0,0,0,0,0,0,0,两当县,Liangdang Xian,AI,0,0,0
904,117.94442,33.899052,0,0,0,0,0,0,0,0,睢宁县,Suining Xian,AI,0,0,0
905,115.7709,33.879292,0,0,0,0,0,0,0,0,亳州市,Bozhou Shi,AH,0,0,0
906,113.06117,33.871128,0,0,0,0,0,0,0,0,宝丰县,Baofeng Xian,AI,0,0,5
907,115.48136,33.860767,0,0,0,0,0,0,0,0,鹿邑县,Luyi Xian,AI,0,0,5
908,95.613853,33.857201,0,0,0,0,0,0,0,0,治多县,Zhidoi Xian,AI,0,0,0
909,113.47237,33.853691,0,0,0,0,0,0,0,0,襄城县,Xiangcheng Xian,AI,0,0,0
910,113.96064,33.808605,0,0,0,0,0,0,0,0,临颍县,Linying Xian,AI,0,0,0
911,114.52444,33.793056,0,0,0,0,0,0,0,0,西华县,Xihua Xian,AI,0,0,2
912,119.79275,33.791904,0,0,0,0,0,0,0,0,阜宁县,Funing Xian,AI,0,0,0
913,104.3654,33.790802,0,0,0,0,0,0,0,0,舟曲县,Zhouqu Xian,AI,0,0,0
914,111.61588,33.78941,0,0,0,0,0,0,0,4,栾川县,Luanchuan Xian,AI,0,0,0
915,106.08667,33.777554,0,0,0,0,0,0,0,0,徽县,Hui Xian,AI,0,0,0
916,120.25701,33.76915,0,0,0,0,0,0,0,0,射阳县,Sheyang Xian,AI,0,0,0
917,119.26123,33.766373,0,0,0,0,0,0,0,0,涟水县,Lianshui Xian,AI,0,0,0
918,99.652039,33.74984,0,0,0,0,0,0,0,0,达日县,Tarlag Xian,AI,0,0,0
919,105.73032,33.743565,0,0,0,0,0,0,0,5,成县,Cheng Xian,AI,0,0,0
920,112.90194,33.737118,0,0,0,0,0,0,0,0,鲁山县,Lushan Xian,AI,0,0,7
921,114.88245,33.733982,0,0,0,0,0,0,0,0,淮阳县,Huaiyang Xian,AI,0,0,7
922,118.67892,33.711864,0,0,0,0,0,0,0,0,泗阳县,Siyang Xian,AI,0,0,9
923,110.32864,33.694244,0,0,0,0,0,0,0,0,丹凤县,Danfeng Xian,AI,0,0,0
924,109.1132,33.679565,0,0,0,0,0,0,0,0,柞水县,Zuoshui Xian,AI,0,0,0
925,115.18975,33.644604,0,0,0,0,0,0,0,0,郸城县,Dancheng Xian,AI,0,0,6
926,116.9714,33.642368,0,0,0,0,0,0,0,0,宿县,Su Xian,AI,0,0,0
927,119.01759,33.629189,0,0,0,0,0,0,0,0,淮阴县,Huaiyin Xian,AI,0,0,5
928,113.34553,33.623302,0,0,0,0,0,0,0,0,叶县,Ye Xian,AI,0,0,6
929,106.92735,33.619236,0,0,0,0,0,0,0,0,留坝县,Liuba Xian,AI,0,0,0
930,113.99039,33.596268,0,0,0,0,0,0,0,6,郾城县,Yancheng Xian,AI,0,0,0
931,102.9584,33.57943,0,0,0,0,0,0,0,0,若尔盖县,Ruo'ergai Xian,AI,0,0,0
932,117.55181,33.545761,0,0,0,0,0,0,0,0,灵璧县,Lingbi Xian,AI,0,0,0
933,114.59573,33.537884,0,0,0,0,0,0,0,0,商水县,Shangshui Xian,AI,0,0,3
934,109.87898,33.533928,0,0,0,0,0,0,0,0,山阳县,Shanyang Xian,AI,0,0,0
935,110.87067,33.530945,0,0,0,0,0,0,0,0,商南县,Shangnan Xian,AI,0,0,0
936,107.99208,33.525879,0,0,0,0,0,0,0,0,佛坪县,Foping Xian,AI,0,0,0
937,116.21124,33.51041,0,0,0,0,0,0,0,0,涡阳县,Guoyang Xian,AI,0,0,0
938,119.14111,33.502789,0,0,0,0,0,0,0,0,淮安市,Huai'an Shi,AH,0,0,0
939,112.42433,33.494419,0,0,0,0,0,0,0,0,南召县,Nanzhao Xian,AI,0,0,0
940,117.87888,33.478374,0,0,0,0,0,0,0,0,泗县,Si Xian,AI,0,0,0
941,119.78514,33.468704,0,0,0,0,0,0,0,0,建湖县,Jianhu Xian,AI,0,0,0
942,118.21172,33.456211,0,0,0,0,0,0,0,0,泗洪县,Sihong Xian,AI,4,0,0
943,114.89969,33.442211,0,0,0,0,0,0,0,0,项城县,Xiangcheng Xian,AI,0,0,9
944,113.5869,33.432571,0,0,0,0,0,0,0,0,舞阳县,Wuyang Xian,AI,0,0,0
945,109.15329,33.431843,0,0,0,0,0,0,0,0,镇安县,Zhen'an Xian,AI,0,0,0
946,101.4827,33.42585,0,0,0,0,0,0,0,0,久治县,Jigzhi Xian,AI,4,0,1
947,79.65387,33.422401,0,0,0,0,0,0,0,0,日土县,Rutog Xian,AI,0,0,0
948,115.06371,33.397488,0,0,0,0,0,0,0,0,沈丘县,Shenqiu Xian,AI,0,0,8
949,104.92928,33.39484,0,0,0,0,0,0,0,0,武都县,Wudu Xian,AI,0,0,0
950,114.01553,33.389057,0,0,0,0,0,0,0,0,西平县,Xiping Xian,AI,0,0,0
951,97.104103,33.360184,0,0,0,0,0,0,0,0,称多县,Chindu Xian,AI,0,0,0
952,105.60007,33.336685,0,0,0,0,0,0,0,0,康县,Kang Xian,AI,8,0,0
953,106.16131,33.332401,0,0,0,0,0,0,0,0,略阳县,Lueyang Xian,AI,0,0,0
954,108.32333,33.321884,0,0,0,0,0,0,0,0,宁陕县,Ningshan Xian,AI,0,0,0
955,113.5099,33.316284,0,0,0,0,0,0,0,0,舞钢市,Wugang Shi,AH,0,0,0
956,117.31171,33.314575,0,0,0,0,0,0,0,0,固镇县,Guzhen Xian,AI,0,0,0
957,111.47452,33.300713,0,0,0,0,0,0,0,0,西峡县,Xixia Xian,AI,0,0,0
958,118.84305,33.295208,0,0,0,0,0,0,0,0,洪泽县,Hongze Xian,AI,0,0,0
959,116.55575,33.268639,0,0,0,0,0,0,0,0,蒙城县,Mengcheng Xian,AI,0,0,0
960,114.25935,33.267239,0,0,0,0,0,0,0,0,上蔡县,Shangcai Xian,AI,0,0,0
961,115.35361,33.262821,0,0,0,0,0,0,0,0,界首市,Jieshou Shi,AH,0,0,0
962,112.99251,33.260078,0,0,0,0,0,0,0,0,方城县,Fangcheng Xian,AI,0,0,0
963,104.22585,33.258823,0,0,0,0,0,0,0,0,南坪县,Nanping Xian,AI,0,0,0
964,119.31004,33.235947,0,0,0,0,0,0,0,0,宝应县,Baoying Xian,AI,0,0,0
965,107.54173,33.221088,0,0,0,0,0,0,0,0,洋县,Yang Xian,AI,0,0,0
966,120.45911,33.196274,0,0,0,0,0,0,0,4,大丰县,Dafeng Xian,AI,0,0,0
967,115.60896,33.16544,0,0,0,0,0,0,0,0,太和县,Taihe Xian,AI,3,0,0
968,107.32794,33.157131,0,0,0,0,0,0,0,0,城固县,Chenggu Xian,AI,0,0,0
969,106.67147,33.156429,0,0,0,0,0,0,0,0,勉县,Mian Xian,AI,0,0,0
970,113.98911,33.147839,0,0,0,0,0,0,0,0,遂平县,Suiping Xian,AI,0,0,0
971,117.88253,33.139736,0,0,0,0,0,0,0,0,五河县,Wuhe Xian,AI,0,0,0
972,111.4791,33.138515,0,0,0,0,0,0,0,0,淅川县,Xichuan Xian,AI,0,0,0
973,116.20302,33.133087,0,0,0,0,0,0,0,0,利辛县,Lixin Xian,AI,0,0,0
974,115.25605,33.071312,0,0,0,0,0,0,0,0,临泉县,Linquan Xian,AI,0,0,0
975,112.93617,33.05994,0,0,0,0,0,0,0,0,社旗县,Sheqi Xian,AI,0,0,0
976,111.83859,33.050232,0,0,0,0,0,0,0,0,内乡县,Neixiang Xian,AI,0,0,0
977,108.25346,33.043373,0,0,0,0,0,0,0,0,石泉县,Shiquan Xian,AI,0,0,0
978,112.23482,33.038555,0,0,0,0,0,0,0,0,镇平县,Zhenping Xian,AI,0,0,0
979,119.01728,33.020245,0,0,0,0,0,0,0,0,金湖县,Jinhu Xian,AI,0,0,0
980,118.49534,33.014736,0,0,0,0,0,0,0,0,盱眙县,Xuyi Xian,AI,0,0,0
981,114.346,33.007538,0,0,0,0,0,0,0,0,汝南县,Runan Xian,AI,0,0,0
982,106.93116,33.004894,0,0,0,0,0,0,0,0,南郑县,Nanzheng Xian,AI,0,0,0
983,97.015274,33.003223,0,0,0,0,0,0,0,0,玉树县,Yushu Xian,AI,0,0,0
984,112.53547,33.001678,0,0,0,0,0,0,0,0,南阳县,Nanyang Xian,AI,0,0,0
985,110.4188,32.995605,0,0,0,0,0,0,0,0,郧西县,Yunxi Xian,AI,0,0,0
986,107.76037,32.990273,0,0,0,0,0,0,0,0,西乡县,Xixiang Xian,AI,0,0,0
987,98.097191,32.976891,0,0,0,0,0,0,0,0,石渠县,SeerxuuXian,AI,0,0,4
988,114.62688,32.962265,0,0,0,0,0,0,0,0,平舆县,Pingyu Xian,AI,0,0,0
989,117.19356,32.95665,0,0,0,0,0,0,0,9,怀远县,Huaiyuan Xian,AI,0,0,0
990,104.67808,32.948002,0,0,0,0,0,0,0,0,文县,Wen Xian,AI,0,0,0
991,119.83727,32.934067,0,0,0,0,0,0,0,0,兴化市,Xinghua Shi,AH,0,0,0
992,100.7358,32.91671,0,0,0,0,0,0,0,0,班玛县,Baima Xian,AI,0,0,0
993,115.80901,32.903057,0,0,0,0,0,0,0,0,阜阳县,Fuyang Xian,AI,2,0,0
994,95.300903,32.901932,0,0,0,0,0,0,0,0,杂多县,Zadoi Xian,AI,0,0,0
995,101.70603,32.899113,0,0,0,0,0,0,0,0,阿坝县,Aba(Ngawa) Xian,AI,0,0,0
996,108.51544,32.895229,0,0,0,0,0,0,0,0,汉阴县,Hanyin Xian,AI,0,0,0
997,117.55489,32.862991,0,0,0,0,0,0,0,0,凤阳县,Fengyang Xian,AI,0,0,69
998,120.30573,32.845482,0,0,0,0,0,0,0,0,东台市,Dongtai Shi,AH,9,0,0
999,110.81399,32.83374,0,0,0,0,0,0,0,0,郧县,Yun Xian,AI,0,0,0
1000,109.37236,32.831093,0,0,0,0,0,0,0,0,旬阳县,Xunyang Xian,AI,0,0,0
1001,106.25432,32.81963,0,0,0,0,0,0,0,5,宁强县,Ningqiang Xian,AI,0,0,0
1002,110.10673,32.814625,0,0,0,0,0,0,0,0,白河县,Baihe Xian,AI,0,0,0
1003,114.01991,32.807674,0,0,0,0,0,0,0,0,确山县,Queshan Xian,AI,0,0,0
1004,102.54904,32.793327,0,0,0,0,0,0,0,0,红原县,Hongyuan Xian,AI,0,0,0
1005,119.43733,32.79071,0,0,0,0,0,0,0,0,高邮县,Gaoyou Xian,AI,0,0,0
1006,117.98607,32.780071,0,0,0,0,0,0,0,0,嘉山县,Jiashan Xian,AI,0,0,79
1007,114.97392,32.751263,0,0,0,0,0,0,0,0,新蔡县,Xincai Xian,AI,0,0,0
1008,113.31919,32.723171,0,0,0,0,0,0,0,0,泌阳县,Biyang Xian,AI,0,0,0
1009,116.72009,32.705585,0,0,0,0,0,0,0,0,凤台县,Fengtai Xian,AI,0,0,0
1010,112.83252,32.697708,0,0,0,0,0,0,0,0,唐河县,Tanghe Xian,AI,0,0,0
1011,118.99815,32.690521,0,0,0,0,0,0,0,0,天长县,Tianchang Xian,AI,0,0,19
1012,112.08096,32.684826,0,0,0,0,0,0,0,0,邓州市,Dengzhou Shi,AH,0,0,0
1013,103.5927,32.648323,0,0,0,0,0,0,0,0,松潘县,Songpan Xian,AI,0,0,0
1014,115.58257,32.640636,0,0,0,0,0,0,0,0,阜南县,Funan Xian,AI,0,0,0
1015,116.25251,32.638569,0,0,0,0,0,0,0,0,颍上县,Yingshang Xian,AI,0,0,0
1016,114.38121,32.609119,0,0,0,0,0,0,0,0,正阳县,Zhengyang Xian,AI,0,0,0
1017,105.23141,32.582409,0,0,0,0,0,0,0,0,青川县,Qingchuan Xian,AI,0,0,0
1018,116.77711,32.575748,0,0,0,0,0,0,0,0,寿县,Shou Xian,AI,0,0,0
1019,120.45834,32.543049,0,0,0,0,0,0,0,0,海安县,Hai'an Xian,AI,0,0,0
1020,108.53822,32.537327,0,0,0,0,0,0,0,0,紫阳县,Ziyang Xian,AI,5,0,0
1021,107.89598,32.53429,0,0,0,0,0,0,0,0,镇巴县,Zhenba Xian,AI,0,0,0
1022,117.67569,32.530247,0,0,0,0,0,0,0,0,定远县,Dingyuan Xian,AI,0,0,59
1023,112.35843,32.524872,0,0,0,0,0,0,0,0,新野县,Xinye Xian,AI,0,0,0
1024,120.14482,32.508217,0,0,0,0,0,0,0,0,泰县,Tai Xian,AI,0,0,0
1025,80.090218,32.504166,0,0,0,0,0,0,0,0,噶尔县,Gar Xian,AI,0,0,0
1026,119.91124,32.495872,0,0,0,0,0,0,0,0,泰州市,Taizhou Shi,AH,0,0,0
1027,117.16139,32.483223,0,0,0,0,0,0,0,0,长丰县,Changfeng Xian,AI,0,0,0
1028,118.42687,32.452389,0,0,0,0,0,0,0,0,来安县,Lai'an Xian,AI,0,0,29
1029,115.40031,32.445427,0,0,0,0,0,0,0,0,淮滨县,Huaibin Xian,AI,0,0,0
1030,119.55569,32.43153,0,0,0,0,0,0,0,0,江都县,Jiangdu Xian,AI,0,0,0
1031,104.52972,32.413155,0,0,0,0,0,0,0,0,平武县,Pingwu Xian,AI,0,0,0
1032,109.3611,32.400501,0,0,0,0,0,0,0,0,平利县,Pingli Xian,AI,0,0,0
1033,81.119637,32.392265,0,0,0,0,0,0,0,0,革吉县,Gee'gyai Xian,AI,0,0,0
1034,119.43719,32.39127,0,0,0,0,0,0,0,0,邗江县,Hanjiang Xian,AI,0,0,0
1035,111.6767,32.3862,0,0,0,0,0,0,0,0,老河口市,Laohekou Shi,AH,0,0,0
1036,120.55866,32.384022,0,0,0,0,0,0,0,0,如皋县,Rugao Xian,AI,0,0,0
1037,113.39302,32.370747,0,0,0,0,0,0,0,8,桐柏县,Tongbai Xian,AI,0,0,0
1038,106.83276,32.361755,0,0,0,0,0,0,0,0,南江县,Nanjiang Xian,AI,0,0,0
1039,118.8379,32.348419,0,0,0,0,0,0,0,0,六合县,Luhe Xian,AI,0,0,0
1040,114.72909,32.34243,0,0,0,0,0,0,0,0,息县,Xi Xian,AI,0,0,0
1041,116.26069,32.338554,0,0,0,0,0,0,0,0,霍邱县,Huoqiu Xian,AI,0,0,0
1042,109.70952,32.333389,0,0,0,0,0,0,0,0,竹溪县,Zhuxi Xian,AI,0,0,0
1043,108.89921,32.313961,0,0,0,0,0,0,0,0,岚皋县,Langao Xian,AI,0,0,0
1044,121.19411,32.311134,0,0,0,0,0,0,0,0,如东县,Rudong Xian,AI,0,0,0
1045,84.058487,32.29908,0,0,0,0,0,0,0,7,改则县,Geerzee Xian,AI,0,0,0
1046,100.33474,32.269882,0,0,0,0,0,0,0,0,色达县,Seertar Xian,AI,0,0,5
1047,111.64581,32.26936,0,0,0,0,0,0,0,0,谷城县,Gucheng Xian,AI,0,0,0
1048,100.97465,32.268356,0,0,0,0,0,0,0,0,壤塘县,Zamtang Xian,AI,0,0,0
1049,119.17763,32.267544,0,0,0,0,0,0,0,0,仪征市,Yizheng Shi,AH,0,0,9
1050,91.670647,32.259514,0,0,0,0,0,0,0,0,安多县,Amdo Xian,AI,0,0,0
1051,119.82066,32.239208,0,0,0,0,0,0,0,0,扬中县,Yangzhong Xian,AI,0,0,0
1052,110.2286,32.226128,0,0,0,0,0,0,0,0,竹山县,Zhushan Xian,AI,0,0,0
1053,106.29138,32.222748,0,0,0,0,0,0,0,0,旺苍县,Wangcang Xian,AI,0,0,0
1054,96.476952,32.208443,0,0,0,0,0,0,0,0,囊谦县,Nangqeen Xian,AI,0,0,0
1055,119.44429,32.20649,0,0,0,0,0,0,0,0,丹徒县,Dantu Xian,AI,0,0,0
1056,114.52224,32.202374,0,0,0,0,0,0,0,0,罗山县,Luoshan Xian,AI,0,0,0
1057,115.6711,32.18354,0,0,0,0,0,0,0,0,固始县,Gushi Xian,AI,0,0,0
1058,120.01617,32.160381,0,0,0,0,0,0,0,0,泰兴县,Taixing Xian,AI,0,0,0
1059,112.7566,32.132023,0,0,0,0,0,0,0,0,枣阳市,Zaoyang Shi,AH,0,0,0
1060,115.04458,32.130302,0,0,0,0,0,0,0,0,潢川县,Huangchuan Xian,AI,0,0,0
1061,92.29039,32.114056,0,0,0,0,0,0,0,0,聂荣县,Nyainrong Xian,AI,0,0,0
1062,114.11926,32.102108,0,0,0,0,0,0,0,0,信阳县,Xinyang Xian,AI,0,0,0
1063,118.26437,32.098347,0,0,0,0,0,0,0,0,全椒县,Quanjiao Xian,AI,0,0,49
1064,121.07733,32.085182,0,0,0,0,0,0,0,0,南通县,Nantong Xian,AI,0,0,0
1065,108.04597,32.069965,0,0,0,0,0,0,0,0,万源县,Wanyuan Xian,AI,0,0,0
1066,102.98004,32.065624,0,0,0,0,0,0,0,0,黑水县,Heishui Xian,AI,0,0,0
1067,118.6176,32.064869,0,0,0,0,0,0,0,0,江浦县,Jiangpu Xian,AI,0,0,0
1068,110.72715,32.058971,0,0,0,0,0,0,0,5,房县,Fang Xian,AI,0,0,0
1069,105.46332,32.033401,0,0,0,0,0,0,0,0,剑阁县,Jiange Xian,AI,0,0,0
1070,120.26318,32.014404,0,0,0,0,0,0,0,0,靖江县,Jingjiang Xian,AI,0,0,0
1071,114.89877,32.009701,0,0,0,0,0,0,0,0,光山县,Guangshan Xian,AI,0,0,0
1072,119.56985,31.995802,0,0,0,0,0,0,0,0,丹阳市,Danyang Shi,AH,0,0,0
1073,108.14827,31.977345,0,0,1,1,0,0,0,0,白沙工农区,Baisha Gongnongqu,AI,0,0,0
1074,118.83971,31.955864,0,0,2,2,0,0,2,0,江宁县,Jiangning Xian,AI,0,0,0
1075,108.66972,31.950069,0,0,3,3,0,0,5,0,城口县,Chengkou Xian,AI,0,0,0
1076,119.16273,31.946535,0,0,4,4,0,0,6,0,句容县,Jurong Xian,AI,0,0,0
