oid,x,y,AREA,PERIMETER,ESRI_NUM,ESRI_ID,AREA1,PERIMETER1,CNTYPT_,CNTYPT_ID,GEOGLOBE_P,PINYIN,CLASS,ID,PN,ADCODE93
1,122.53233,52.968872,0,0,0,0,0,0,0,0,漠河县,Mohe Xian,AI,0,0,0
2,124.7058,52.340332,0,0,0,0,0,0,0,0,塔河县,Tahe Xian,AI,0,0,0
3,126.64722,51.721256,0,0,0,0,0,0,0,0,呼玛县,Huma Xian,AI,0,0,0
4,121.52889,50.778202,0,0,0,0,0,0,0,0,额尔古纳左旗,Ergun Zuoqi,AI,0,0,0
5,123.7121,50.584728,0,0,0,0,0,0,0,0,鄂伦春自治旗,Oroqen Zizhiqi,AI,0,0,0
6,120.18608,50.256592,0,0,0,0,0,0,0,0,额尔古纳右旗,Ergun Youqi,AI,0,0,0
7,127.48344,50.241886,0,0,0,0,0,0,0,0,黑河市,Heihe Shi,AH,0,0,0
8,117.44364,49.578434,0,0,0,0,0,0,0,0,满洲里市,Manzhouli Shi,AH,0,0,0
9,128.46942,49.573723,0,0,0,0,0,0,0,0,逊克县,Xunke Xian,AI,0,0,0
10,127.30821,49.417625,0,0,0,0,0,0,0,0,孙吴县,Sunwu Xian,AI,0,0,0
11,119.43135,49.326984,0,0,0,0,0,0,0,0,陈巴尔虎旗,Chen Barag Qi,AI,6,0,0
12,120.72807,49.282692,0,0,0,0,0,0,0,0,牙克石市,Yakeshi Shi,AH,0,0,0
13,125.21407,49.16605,0,0,0,0,0,0,0,0,嫩江县,Nenjiang Xian,AI,0,0,0
14,119.73965,49.135914,0,0,0,0,0,0,0,0,鄂温克族自治旗,Ewenkizu Zizhiqi,AI,0,0,0
15,130.39046,48.886162,0,0,0,0,0,0,0,0,嘉荫县,Jiayin Xian,AI,0,0,0
16,116.82276,48.657913,0,0,0,0,0,0,0,0,新巴尔虎右旗,Xin Barag Youqi,AI,0,0,0
17,126.13609,48.648151,0,0,0,0,0,0,0,0,五大连池市,Wudalianchi Shi,AH,0,0,0
18,126.18587,48.510941,0,0,0,0,0,0,0,0,德都县,Dedu Xian,AI,0,0,0
19,124.50088,48.472195,0,0,0,0,0,0,0,0,莫力达瓦达斡尔族自治旗,Morin Dawa Daurzu Zizhiqi,AI,0,0,0
20,124.87743,48.47015,0,0,0,0,0,0,0,0,讷河县,Nehe Xian,AI,0,0,0
21,134.27904,48.366611,0,0,0,0,0,0,0,0,抚远县,Fuyuan Xian,AI,0,0,0
22,126.50303,48.242203,0,0,0,0,0,0,0,0,北安市,Bei'an Shi,AH,0,0,0
23,118.26714,48.21603,0,0,0,0,0,0,0,0,新巴尔虎左旗,Xin Barag Zuoqi,AI,0,0,0
24,123.46703,48.119438,0,0,0,0,0,0,0,0,阿荣旗,Arong Qi,AI,0,0,0
25,86.419479,48.059563,0,0,0,0,0,0,0,0,哈巴河县,Habahe(Kaba) Xian,AI,0,0,0
26,126.23415,48.037834,0,0,0,0,0,0,0,0,克东县,Kedong Xian,AI,0,0,0
27,125.86457,48.032482,0,0,0,0,0,0,0,0,克山县,Keshan Xian,AI,0,0,0
28,122.73337,48.010651,0,0,0,0,0,0,0,0,扎兰屯市,Zalantun Shi,AH,0,0,0
29,123.49532,47.913578,0,0,0,0,0,0,0,0,甘南县,Gannan Xian,AI,0,0,0
30,125.30224,47.886478,0,0,0,0,0,0,0,0,依安县,Yi'an Xian,AI,0,0,0
31,124.45644,47.800655,0,0,0,0,0,0,0,0,富裕县,Fuyu Xian,AI,0,0,0
32,86.861977,47.705654,0,0,0,0,0,0,0,0,布尔津县,Burqin Xian,AI,0,0,0
33,132.51485,47.654018,0,0,0,0,0,0,0,0,同江市,Tongjiang Shi,AH,0,0,0
34,126.08456,47.606743,0,0,0,0,0,0,0,0,拜泉县,Baiquan Xian,AI,0,0,0
35,130.82489,47.575756,0,0,0,0,0,0,0,0,萝北县,Luobei Xian,AI,0,0,0
36,126.96616,47.461086,0,0,0,0,0,0,0,0,海伦市,Hailun Shi,AH,0,0,0
37,85.878387,47.440144,0,0,0,0,0,0,0,0,吉木乃县,Jeminay Xian,AI,0,0,0
38,123.18169,47.335445,0,0,0,0,0,0,3,0,龙江县,Longjiang Xian,AI,0,0,0
39,131.84804,47.291882,0,0,0,0,0,0,5,0,绥滨县,Suibin Xian,AI,0,0,0
40,132.03078,47.250305,0,0,0,0,0,0,7,0,富锦市,Fujin Shi,AH,0,0,0
41,127.09043,47.246063,0,0,0,0,0,0,8,0,绥棱县,Suileng Xian,AI,2,0,0
42,124.8744,47.180717,0,0,0,0,0,0,0,0,林甸县,Lindian Xian,AI,0,0,0
43,125.90207,47.178699,0,0,0,0,0,0,0,0,明水县,Mingshui Xian,AI,0,0,0
44,87.498253,47.113373,0,0,0,0,0,0,0,0,福海县,Fuhai(Burultokay) Xian,AI,0,0,0
45,130.71622,47.021423,0,0,0,0,0,0,0,0,桦川县,Huachuan Xian,AI,0,0,0
46,89.523582,46.997253,0,0,0,0,0,0,0,0,富蕴县,Fuyun Xian,AI,0,0,0
47,128.04051,46.980118,0,0,0,0,0,0,0,0,铁力市,Tieli Shi,AH,3,0,0
48,127.50027,46.879078,0,0,0,0,0,0,0,0,庆安县,Qing'an Xian,AI,0,0,0
49,124.44391,46.865696,0,0,1,1,0,0,0,0,杜尔伯特蒙古族自治县,Dorbod Mongolzu Zizhixian,AI,0,0,0
50,126.47477,46.833145,0,0,2,2,0,0,0,0,望奎县,Wangkui Xian,AI,0,0,0
51,85.729179,46.793945,0,0,3,3,0,0,0,0,和布克赛尔蒙古自治县,Hoboksar Mongol Zizhixian,AI,0,0,0
52,134.01505,46.792568,0,0,4,4,0,0,0,0,饶河县,Raohe Xian,AI,0,0,0
53,131.79964,46.781513,0,0,5,5,0,0,0,0,友谊县,Youyi Xian,AI,0,0,0
54,82.985199,46.748272,0,0,6,6,0,0,0,0,塔城市,Tacheng Shi,AH,0,0,0
55,131.13321,46.7276,0,0,7,7,0,0,0,0,集贤县,Jixian Xian,AI,0,0,0
56,129.89713,46.725208,0,0,8,8,0,0,0,0,汤原县,Tangyuan Xian,AI,0,0,0
57,122.90926,46.719791,0,0,9,9,0,0,0,0,扎赉特旗,Jalaid Qi,AI,8,0,0
58,126.10548,46.684788,0,0,0,0,0,0,0,0,青冈县,Qinggang Xian,AI,0,0,0
59,90.380791,46.673096,0,0,0,0,0,0,0,0,青河县,Qinghe(Qinggil) Xian,AI,0,0,0
60,83.623169,46.522923,0,0,0,0,0,0,0,0,额敏县,Emin Xian,AI,0,0,0
61,125.32845,46.401035,0,0,0,0,0,0,0,0,安达市,Anda Shi,AH,0,0,0
62,123.4163,46.388062,0,0,0,0,0,0,0,0,泰来县,Tailai Xian,AI,0,0,0
63,132.1994,46.324081,0,0,0,0,0,0,0,0,宝清县,Baoqing Xian,AI,0,0,0
64,129.55681,46.313061,0,0,0,0,0,0,0,0,依兰县,Yilan Xian,AI,0,0,0
65,126.28249,46.256268,0,0,0,0,0,0,0,0,兰西县,Lanxi Xian,AI,0,0,0
66,130.5743,46.239063,0,0,0,0,0,0,0,0,桦南县,Huanan Xian,AI,0,0,0
67,82.973236,46.209988,0,0,0,0,0,0,0,0,裕民县,Yumin Xian,AI,0,0,0
68,127.39575,46.074036,0,0,0,0,0,0,0,0,巴彦县,Bayan Xian,AI,0,0,0
69,125.98175,46.063438,0,0,0,0,0,0,0,0,肇东市,Zhaodong Shi,AH,0,0,0
70,122.06915,46.063198,0,0,0,0,0,0,0,0,科尔沁右翼前旗,Horqin Youyi Qianqi,AI,0,0,0
71,126.5983,45.980553,0,0,0,0,0,0,0,0,呼兰县,Hulan Xian,AI,0,0,0
72,128.7381,45.973423,0,0,0,0,0,0,0,0,通河县,Tonghe Xian,AI,0,0,0
73,128.03384,45.946217,0,0,0,0,0,0,0,0,木兰县,Mulan Xian,AI,0,0,0
74,83.602913,45.932159,0,0,0,0,0,0,0,3,托里县,Tuoli Xian,AI,0,0,0
75,123.20025,45.841965,0,0,0,0,0,0,0,0,镇赉县,Zhenlai Xian,AI,0,0,0
76,128.82449,45.83102,0,0,0,0,0,0,0,0,方正县,Fangzheng Xian,AI,0,0,0
77,132.9675,45.762371,0,0,0,0,0,0,0,0,虎林县,Hulin Xian,AI,0,0,0
78,127.47471,45.753532,0,0,0,0,0,0,0,0,宾县,Bin Xian,AI,0,0,0
79,130.5697,45.752316,0,0,0,0,0,0,0,0,勃利县,Boli Xian,AI,0,0,0
80,125.26789,45.696548,0,0,0,0,0,0,0,0,肇州县,Zhaozhou Xian,AI,0,0,0
81,126.96511,45.545208,0,0,0,0,0,0,0,0,阿城市,Acheng Shi,AH,0,0,0
82,131.86687,45.538898,0,0,0,0,0,0,0,0,密山市,Mishan Shi,AH,0,0,0
83,119.63091,45.536461,0,0,0,0,0,0,0,0,霍林郭勒市,Holingol Shi,AH,0,0,0
84,116.96892,45.512962,0,0,0,0,0,0,0,0,东乌珠穆沁旗,Dong Ujimqin Qi,AI,0,0,0
85,125.08257,45.511818,0,0,0,0,0,0,0,0,肇源县,Zhaoyuan Xian,AI,0,0,0
86,124.28724,45.500519,0,0,0,0,0,0,0,0,大安市,Da'an Shi,AH,0,0,0
87,128.32753,45.449497,0,0,0,0,0,0,0,0,延寿县,Yanshou Xian,AI,0,0,0
88,121.55369,45.377369,0,0,0,0,0,0,0,0,突泉县,Tuquan Xian,AI,0,0,0
89,122.77431,45.337811,0,0,0,0,0,0,0,0,洮南市,Taonan Shi,AH,0,0,0
90,130.27058,45.274105,0,0,0,0,0,0,0,0,林口县,Linkou Xian,AI,0,0,0
91,131.12247,45.243252,0,0,0,0,0,0,0,0,鸡东县,Jidong Xian,AI,0,0,0
92,127.95433,45.213657,0,0,0,0,0,0,0,0,尚志市,Shangzhi Shi,AH,0,0,0
93,124.82204,45.172604,0,0,0,0,0,0,0,0,扶余市,Fuyu Shi,AH,0,0,0
94,124.82263,45.111732,0,0,0,0,0,0,0,0,前郭尔罗斯蒙古族自治县,Qian Gorlos Mongolzu Zizhixian,AI,0,0,0
95,121.46558,45.057373,0,0,0,0,0,0,0,0,科尔沁右翼中旗,Horqin Youyi Zhongqi,AI,0,0,0
96,124.01143,44.99802,0,0,0,0,0,0,0,0,乾安县,Qian'an Xian,AI,0,0,0
97,81.029633,44.970646,0,0,0,0,0,0,0,0,温泉县,Wenquan Xian,AI,5,0,0
98,130.51442,44.915733,0,0,0,0,0,0,0,0,穆棱县,Muleng Xian,AI,0,0,0
99,127.15595,44.914169,0,0,0,0,0,0,0,0,五常县,Wuchang Xian,AI,0,0,0
100,82.073204,44.906643,0,0,0,0,0,0,0,0,博乐市,Bole Shi,AI,0,0,0
101,126.55003,44.824448,0,0,0,0,0,0,0,0,榆树县,Yushu Xian,AI,0,0,0
102,123.08252,44.800243,0,0,0,0,0,0,0,0,通榆县,Tongyu Xian,AI,0,0,0
103,82.883011,44.608646,0,0,0,0,0,0,0,0,精河县,Jinghe Xian,AI,0,0,0
104,117.60939,44.58707,0,0,0,0,0,0,0,0,西乌珠穆沁旗,Xi Ujimqin Qi,AI,0,0,0
105,129.38557,44.565834,0,0,0,0,0,0,0,0,海林县,Hailin Xian,AI,0,0,0
106,120.90306,44.549728,0,0,0,0,0,0,0,0,扎鲁特旗,Jarud Qi,AI,0,0,0
107,125.69254,44.52808,0,0,0,0,0,0,0,0,德惠县,Dehui Xian,AI,0,0,0
108,84.682953,44.425018,0,0,0,0,0,0,0,0,乌苏县,Usu Xian,AI,0,0,0
109,125.17992,44.421436,0,0,0,0,0,0,0,0,农安县,Nong'an Xian,AI,0,0,0
110,126.93617,44.400906,0,0,0,0,0,0,0,0,舒兰县,Shulan Xian,AI,0,0,0
111,131.15755,44.395725,0,0,0,0,0,0,0,0,绥芬河市,Suifenhe Shi,AH,0,0,0
112,129.47766,44.34462,0,0,0,0,0,0,0,0,宁安县,Ning'an Xian,AI,0,0,0
113,85.61586,44.324142,0,0,0,0,0,0,0,0,沙湾县,Shawan Xian,AI,0,0,0
114,86.213585,44.296005,0,0,0,0,0,0,0,0,玛纳斯县,Manas Xian,AI,2,0,0
115,123.97492,44.272644,0,0,0,0,0,0,0,0,长岭县,Changling Xian,AI,0,0,0
116,86.898254,44.191418,0,0,0,0,0,0,0,0,呼图壁县,Hutubi Xian,AI,0,0,0
117,87.969818,44.160519,0,0,0,0,0,0,0,0,阜康县,Fukang Xian,AI,0,0,0
118,125.82018,44.155857,0,0,0,0,0,0,0,0,九台市,Jiutai Shi,AH,0,0,0
119,123.31113,44.120445,0,0,0,0,0,0,0,0,科尔沁左翼中旗,Horqin Zuoyi Zhongqi,AI,0,0,0
120,131.11992,44.052681,0,0,0,0,0,0,0,0,东宁县,Dongning Xian,AI,0,0,0
121,80.867546,44.05172,0,0,0,0,0,0,0,0,霍城县,Huocheng Xian,AI,2,0,0
122,89.582031,44.019131,0,0,0,0,0,0,0,0,奇台县,Qitai Xian,AI,0,0,0
123,114.96422,44.018219,0,0,0,0,0,0,0,0,阿巴嘎旗,Abag Qi,AI,0,0,0
124,89.176849,43.996189,0,0,0,0,0,0,0,0,吉木萨尔县,Jimsar Xian,AI,0,0,0
125,119.38038,43.978539,0,0,0,0,0,0,0,0,巴林左旗,Bairin Zuoqi,AI,0,0,0
126,81.521751,43.972324,0,0,0,0,0,0,0,0,伊宁县,Yining Xian,AI,0,0,0
127,87.649017,43.959145,0,0,0,0,0,0,0,0,米泉县,Miquan Xian,AI,0,0,0
128,116.06921,43.945251,0,0,0,0,0,0,0,2,锡林浩特市,Xilinhot Shi,AH,0,0,0
129,120.08838,43.880848,0,0,0,0,0,0,0,0,阿鲁科尔沁旗,Ar Horqin Qi,AI,0,0,0
130,113.72523,43.843979,0,0,0,0,0,0,0,0,苏尼特左旗,Sonid Zuoqi,AI,0,0,0
131,81.149147,43.835987,0,0,0,0,0,0,0,0,察布查尔锡伯自治县,Qapqal Xibo Zizhixian,AI,0,0,0
132,90.289841,43.821411,0,0,0,0,0,0,0,0,木垒哈萨克自治县,Mori Kazak Zizhixian,AI,0,0,0
133,87.604065,43.790722,0,0,0,0,0,0,0,3,乌鲁木齐县,Uuruumqi Xian,AI,0,0,0
134,82.499557,43.784065,0,0,0,0,0,0,0,0,尼勒克县,Nilka Xian,AI,0,0,0
135,127.33633,43.717735,0,0,0,0,0,0,0,0,蛟河市,Jiaohe Shi,AH,0,0,0
136,126.4883,43.659443,0,0,0,0,0,0,0,0,永吉县,Yongji Xian,AI,0,0,0
137,111.97012,43.649315,0,0,0,0,0,0,0,0,二连浩特市,Erenhot Shi,AH,0,0,0
138,118.05101,43.600822,0,0,0,0,0,0,0,0,林西县,Linxi Xian,AI,0,0,0
139,121.3074,43.599083,0,0,0,0,0,0,0,0,开鲁县,Kailu Xian,AI,0,0,0
140,93.013557,43.592571,0,0,0,0,0,0,0,7,巴里坤哈萨克自治县,Barkol Kazak Zizhixian,AI,0,0,0
141,125.6726,43.526459,0,0,0,0,0,0,0,0,双阳县,Shuangyang Xian,AI,0,0,0
142,118.66698,43.52235,0,0,0,0,0,0,0,0,巴林右旗,Bairin Youqi,AI,0,0,0
143,123.49197,43.511112,0,0,0,0,0,0,0,0,双辽县,Shuangliao Xian,AI,0,0,0
144,124.80091,43.510063,0,0,0,0,0,0,0,0,公主岭市,Gongzhuling Shi,AH,0,0,0
145,82.228157,43.479759,0,0,0,0,0,0,0,0,巩留县,Gongliu(Tokkuztara) Xian,AI,9,0,0
146,83.256989,43.436592,0,0,0,0,0,0,0,0,新源县,Xinyuan Xian,AI,0,0,0
147,128.22623,43.369633,0,0,0,0,0,0,0,0,敦化市,Dunhua Shi,AH,0,0,0
148,125.29884,43.345936,0,0,0,0,0,0,0,0,伊通满族自治县,Yitong Manzu Zizhixian,AI,7,0,0
149,124.33254,43.314472,0,0,0,0,0,0,0,0,梨树县,Lishu Xian,AI,0,0,0
150,129.75644,43.309116,0,0,0,0,0,0,0,0,汪清县,Wangqing Xian,AI,0,0,0
151,94.68132,43.252964,0,0,0,0,0,0,0,0,伊吾县,Yiwu(Aratuuruk) Xian,AI,5,0,0
152,117.5106,43.248016,0,0,0,0,0,0,0,0,克什克腾旗,Hexigten Qi,AI,0,0,0
153,81.841316,43.212692,0,0,0,0,0,0,0,5,特克斯县,Tekes Xian,AI,0,0,0
154,81.127487,43.157982,0,0,0,0,0,0,0,0,昭苏县,Zhaosu Xian,AI,0,0,0
155,128.91269,43.110596,0,0,0,0,0,0,0,0,安图县,Antu Xian,AI,0,0,0
156,126.73363,42.96772,0,0,0,0,0,0,0,0,桦甸市,Huadian Shi,AH,0,0,0
157,129.84412,42.966022,0,0,0,0,0,0,0,0,图们市,Tumen Shi,AH,0,0,0
158,122.34619,42.948235,0,0,0,0,0,0,0,0,科尔沁左翼后旗,Horqin Zuoyi Houqi,AI,0,0,0
159,126.06308,42.944679,0,0,0,0,0,0,0,0,磐石县,Panshi Xian,AI,0,0,0
160,119.01878,42.934437,0,0,0,0,0,0,0,0,翁牛特旗,Wengniute Qi,AI,0,0,0
161,124.979,42.909512,0,0,0,0,0,0,0,0,东辽县,Dongliao Xian,AI,0,0,0
162,130.3632,42.874271,0,0,0,0,0,0,0,0,珲春市,Huichun Shi,AH,0,0,0
163,90.214363,42.86079,0,0,0,0,0,0,0,0,鄯善县,Shanshan(Piqan) Xian,AI,0,0,0
164,120.64565,42.843887,0,0,0,0,0,0,0,0,奈曼旗,Naiman Qi,AI,0,0,0
165,88.657135,42.788231,0,0,0,0,0,0,0,0,托克逊县,Toksun Xian,AI,0,0,0
166,129.43204,42.77277,0,0,0,0,0,0,0,0,龙井市,Longjing Shi,AH,0,0,0
167,124.12056,42.770992,0,0,0,0,0,0,0,0,昌图县,Changtu Xian,AI,0,0,0
168,123.34136,42.745182,0,0,0,0,0,0,0,3,康平县,Kangping Xian,AI,0,0,0
169,112.64438,42.740559,0,0,0,0,0,0,0,0,苏尼特右旗,Sunid Youqi,AI,0,0,0
170,124.71805,42.735374,0,0,0,0,0,0,0,0,西丰县,Xifeng Xian,AI,0,0,0
171,121.76318,42.727966,0,0,0,0,0,0,0,0,库伦旗,Hure Qi,AI,0,0,0
172,126.03673,42.680046,0,0,0,0,0,0,0,0,辉南县,Huinan Xian,AI,0,0,0
173,125.52465,42.670563,0,0,0,0,0,0,0,0,东丰县,Dongfeng Xian,AI,0,0,0
174,124.0381,42.536697,0,0,0,0,0,0,0,0,开原市,Kaiyuan Shi,AH,0,0,0
175,129.0034,42.535286,0,0,0,0,0,0,0,0,和龙县,Helong Xian,AI,0,0,0
176,125.68069,42.534595,0,0,0,0,0,0,0,0,梅河口市,Meihekou Shi,AH,0,0,0
177,123.40656,42.502869,0,0,0,0,0,0,0,0,法库县,Faku Xian,AI,0,0,0
178,123.54409,42.468254,0,0,0,0,0,0,0,0,铁法市,Tiefa Shi,AH,2,0,0
179,126.79465,42.390255,0,0,0,0,0,0,0,0,靖宇县,Jingyu Xian,AI,0,0,0
180,122.53844,42.384422,0,0,0,0,0,0,0,0,彰武县,Zhangwu Xian,AI,0,0,0
181,127.26592,42.32552,0,0,0,0,0,0,0,0,抚松县,Fusong Xian,AI,0,0,0
182,86.386162,42.315994,0,0,0,0,0,0,0,0,和静县,Hejing Xian,AI,0,0,0
183,114.99789,42.306622,0,0,0,0,0,0,0,0,正镶白旗,Zhengxiangbai Qi,AI,0,0,0
184,123.84785,42.295509,0,0,0,0,0,0,0,0,铁岭县,Tieling Xian,AI,0,0,0
185,119.89611,42.284286,0,0,0,0,0,0,0,0,敖汉旗,Aohan Qi,AI,0,0,0
186,125.72972,42.270134,0,0,0,0,0,0,0,0,柳河县,Liuhe Xian,AI,0,0,0
187,86.862968,42.256554,0,0,0,0,0,0,0,0,和硕县,Hoxud Xian,AI,0,0,0
188,115.99543,42.246212,0,0,0,0,0,0,0,0,正蓝旗,Zhenglan Qi,AI,0,0,0
189,113.84228,42.242733,0,0,0,0,0,0,0,0,镶黄旗,Xianghuang Qi,AI,0,0,0
190,116.47095,42.184219,0,0,0,0,0,0,0,0,多伦县,Duolun Xian,AI,0,0,0
191,124.91458,42.100761,0,0,0,0,0,0,0,0,清原满族自治县,Qingyuan Manzu Zizhixian,AI,0,0,0
192,86.560768,42.058575,0,0,0,0,0,0,0,0,焉耆回族自治县,Yanqi Huizu Zizhixian,AI,0,0,0
193,121.73553,42.049374,0,0,0,0,0,0,0,0,阜新蒙古族自治县,Fuxin Mongolzu Zizhixian,AI,0,0,0
194,122.82283,41.992039,0,0,0,0,0,0,0,0,新民县,Xinmin Xian,AI,0,0,0
195,101.07177,41.971432,0,0,0,0,0,0,0,0,额济纳旗,Ejin Qi,AI,0,0,0
196,86.638428,41.971031,0,0,0,0,0,0,0,0,博湖县,Bohu(Bagrax) Xian,AI,0,0,0
197,117.74023,41.942501,0,0,0,0,0,0,0,0,围场满族蒙古族自治县,Weichang Manzu Mongolzu Zizhixian,AI,0,0,0
198,118.68694,41.929714,0,0,0,0,0,0,0,0,喀喇沁旗,Harqin Qi,AI,0,0,0
199,115.27753,41.890621,0,0,0,0,0,0,0,0,太仆寺旗,Taibus Qi,AI,0,0,0
200,113.98579,41.889935,0,0,0,0,0,0,0,0,化德县,Huade Xian,AI,0,0,1
201,114.60369,41.848736,0,0,0,0,0,0,0,0,康保县,Kangbao Xian,AI,0,0,0
202,123.78885,41.846016,0,0,0,0,0,0,0,0,抚顺县,Fushun Xian,AI,0,0,0
203,120.76239,41.811039,0,0,0,0,0,0,0,0,北票市,Beipiao Shi,AH,0,0,0
204,81.866699,41.793251,0,0,0,0,0,0,0,0,拜城县,Baicheng Xian,AI,0,0,0
205,84.25119,41.773773,0,0,0,0,0,0,0,0,轮台县,Luntai(Buuguur) Xian,AI,0,0,0
206,86.136261,41.756794,0,0,0,0,0,0,0,0,库尔勒市,Korla Shi,AH,0,0,0
207,125.03371,41.722427,0,0,0,0,0,0,0,0,新宾满族自治县,Xinbin Manzu Zizhixian,AI,0,0,0
208,82.964897,41.715538,0,0,0,0,0,0,0,0,库车县,Kuqa Xian,AI,0,0,0
209,110.42892,41.694759,0,0,0,0,0,0,0,0,达尔罕茂明安联合旗,Darhan Muminggan Lianheqi,AI,0,0,9
210,122.11298,41.685833,0,0,0,0,0,0,0,0,黑山县,Heishan Xian,AI,0,0,0
211,125.75433,41.679268,0,0,0,0,0,0,0,0,通化县,Tonghua Xian,AI,0,0,0
212,115.69659,41.666111,0,0,0,0,0,0,0,0,沽源县,Guyuan Xian,AI,0,0,0
213,121.7866,41.595165,0,0,0,0,0,0,0,0,北镇满族自治县,Beizhen Manzu Zizhixian,AI,0,0,0
214,119.33505,41.59338,0,0,0,0,0,0,0,0,宁城县,Ningcheng Xian,AI,0,0,0
215,120.45078,41.580082,0,0,0,0,0,0,0,0,朝阳县,Chaoyang Xian,AI,0,0,0
216,108.52063,41.560913,0,0,0,0,0,0,0,0,乌拉特中旗,Urad Zhongqi,AI,0,0,0
217,113.53573,41.553158,0,0,0,0,0,0,0,0,商都县,Shangdu Xian,AI,0,0,2
218,82.600357,41.545689,0,0,0,0,0,0,0,0,新和县,Xinhe Xian,AI,0,0,0
219,121.24303,41.539394,0,0,0,0,0,0,0,0,义县,Yi Xian,AI,0,0,0
220,111.69153,41.514668,0,0,0,0,0,0,0,0,四子王旗,Dorbod Qi,AI,0,0,0
221,122.7292,41.506771,0,0,0,0,0,0,0,0,辽中县,Liaozhong Xian,AI,0,0,0
222,113.17655,41.450794,0,0,0,0,0,0,0,2,察哈尔右翼后旗,Qahar Youyi Houqi,AI,0,0,8
223,107.05665,41.443302,0,0,0,0,0,0,0,0,乌拉特后旗,Urad Houqi,AI,0,0,0
224,123.31554,41.422836,0,0,0,0,0,0,0,0,灯塔县,Dengta Xian,AI,8,0,0
225,128.1925,41.420891,0,0,0,0,0,0,0,0,长白朝鲜族自治县,Changbai Chaosenzu Zizhixian,AI,0,0,0
226,119.63696,41.402134,0,0,0,0,0,0,0,0,建平县,Jianping Xian,AI,0,0,0
227,122.42303,41.384235,0,0,0,0,0,0,0,0,台安县,Tai'an Xian,AI,0,0,0
228,86.263771,41.331844,0,0,0,0,0,0,0,0,尉犁县,Yuli(Lopnur) Xian,AI,0,0,0
229,117.7262,41.313469,0,0,0,0,0,0,1,0,隆化县,Longhua Xian,AI,0,0,0
230,124.11264,41.295799,0,0,0,0,0,0,2,0,本溪满族自治县,Benxi Manzu Zizhixian,AI,0,0,0
231,80.244057,41.272869,0,0,0,0,0,0,4,0,温宿县,Wensu Xian,AI,0,0,0
232,112.62726,41.265259,0,0,0,0,0,0,6,0,察哈尔右翼中旗,Qahar Youyi Zhongqi,AI,0,0,7
233,125.35204,41.264675,0,0,0,0,0,0,7,0,桓仁满族自治县,Huanren Manzu Zizhixian,AI,0,0,0
234,119.38989,41.239494,0,0,0,0,0,0,8,3,凌源县,Lingyuan Xian,AI,0,0,0
235,82.776695,41.218521,0,0,0,0,0,0,9,0,沙雅县,Shaya Xian,AI,0,0,0
236,79.229652,41.213226,0,0,0,0,0,0,0,0,乌什县,Wushi(Uqturpan) Xian,AI,0,0,0
237,123.07435,41.208042,0,0,0,0,0,0,0,0,辽阳县,Liaoyang Xian,AI,0,0,0
238,116.64015,41.202972,0,0,0,0,0,0,0,0,丰宁满族自治县,Fengning Manzu Zizhixian,AI,0,0,0
239,122.04939,41.18898,0,0,0,0,0,0,0,0,盘山县,Panshan Xian,AI,0,0,0
240,121.35494,41.171371,0,0,0,0,0,0,0,0,锦县,Jin Xian,AI,0,0,0
241,80.260826,41.166874,0,0,0,0,0,0,0,0,阿克苏市,Aksu Shi,AH,0,0,0
242,114.71282,41.15554,0,0,0,0,0,0,0,0,张北县,Zhangbei Xian,AI,0,0,0
243,126.18375,41.12241,0,0,0,0,0,0,0,0,集安市,Ji'an Shi,AH,0,0,0
244,119.73585,41.122234,0,0,0,0,0,0,0,0,喀喇沁左翼蒙古族自治县,Harqin Zuoyi Mongolzu Zizhixian,AI,0,0,0
245,111.44279,41.095356,0,0,0,0,0,0,0,0,武川县,Wuchuan Xian,AI,0,0,0
246,108.26856,41.093098,0,0,0,0,0,0,0,6,五原县,Wuyuan Xian,AI,0,0,0
247,113.96232,41.075169,0,0,0,0,0,0,0,0,尚义县,Shangyi Xian,AI,0,0,0
248,110.05346,41.027855,0,0,0,0,0,0,0,0,固阳县,Guyang Xian,AI,0,0,0
249,118.68012,41.00647,0,0,0,0,0,0,0,0,平泉县,Pingquan Xian,AI,0,0,0
250,122.06133,40.991978,0,0,0,0,0,0,0,0,大洼县,Dawa Xian,AI,0,0,0
251,115.26968,40.975365,0,0,0,0,0,0,0,0,崇礼县,Chongli Xian,AI,0,0,0
252,117.33181,40.928925,0,0,0,0,0,0,0,0,滦平县,Luanping Xian,AI,0,0,0
253,78.454994,40.928486,0,0,0,0,0,0,0,0,阿合奇县,Akqi Xian,AI,0,0,0
254,115.81398,40.913486,0,0,0,0,0,0,0,0,赤城县,Chicheng Xian,AI,0,0,0
255,112.56401,40.894535,0,0,0,0,0,0,0,0,卓资县,Zhuozi Xian,AI,0,0,0
256,107.14445,40.882214,0,0,0,0,0,0,0,0,杭锦后旗,Hanggin Houqi,AI,0,0,0
257,113.88815,40.87669,0,0,0,0,0,0,0,0,兴和县,Xinghe Xian,AI,0,0,3
258,122.75034,40.849636,0,0,0,0,0,0,0,0,海城市,Haicheng Shi,AH,5,0,0
259,119.79378,40.808987,0,0,0,0,0,0,0,0,建昌县,Jianchang Xian,AI,0,0,0
260,113.20451,40.779865,0,0,0,0,0,0,0,0,察哈尔右翼前旗,Qahar Youyi Qianqi,AI,0,0,6
261,118.15677,40.758366,0,0,0,0,0,0,0,0,承德县,Chengde Xian,AI,0,0,0
